timestamp,carts_1/CPU_usage,carts_1/MEM_usage,carts_1/Cached_MEM_usage,carts_1/NET_Input,carts_1/NET_Output,carts_1/FS_reads,carts:80/request_duration_seconds_count,carts:80/request_duration_seconds_bucket
1.54E+09,0.033277717,3.85E+08,1249280,260.4363636,4823.236364,0,0,0
1.54E+09,0.035291177,3.85E+08,1249280,261.6363636,4824.236364,0,0,0
1.54E+09,0.034708361,3.85E+08,1249280,184.8363636,4747.418182,0,0,0
1.54E+09,0.045337478,3.85E+08,1249280,142.8311698,4705.174357,0,0,0
1.54E+09,0.047141284,3.85E+08,1249280,142.8363636,4705.545455,0,0,0
1.54E+09,0.045880708,3.85E+08,1249280,142.8363636,4705.690909,0,0,0
1.54E+09,0.045393212,3.85E+08,1249280,142.8363636,4705.909091,0,0,0
1.54E+09,0.045952037,3.85E+08,1249280,141.6363636,4704.981818,0,0,0
1.54E+09,0.034533785,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.034274805,3.85E+08,1249280,141.6363636,4705.4,0,0,0
1.54E+09,0.034600722,3.85E+08,1249280,141.6337885,4705.350812,0,0,0
1.54E+09,0.035259478,3.85E+08,1249280,141.6363636,4705.381818,0,0,0
1.54E+09,0.034477917,3.85E+08,1249280,141.6363636,4705.418182,0,0,0
1.54E+09,0.034840243,3.85E+08,1249280,141.6363636,4705.472727,0,0,0
1.54E+09,0.033960969,3.85E+08,1249280,141.6389389,4705.503736,0,0,0
1.54E+09,0.032479494,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.033926845,3.85E+08,1249280,141.6363636,4705.345455,0,0,0
1.54E+09,0.03377931,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.032692995,3.85E+08,1249280,141.6363636,4705.290909,0,0,0
1.54E+09,0.033772256,3.85E+08,1249280,141.6363636,4705.181818,0,0,0
1.54E+09,0.035224735,3.85E+08,1249280,146.5818182,4709.290909,0,0,0
1.54E+09,0.037642576,3.85E+08,1249280,146.5818182,4709.290909,0,0,0
1.54E+09,0.037184704,3.85E+08,1249280,146.5818182,4709.327273,0,0,0
1.54E+09,0.037239265,3.85E+08,1249280,146.5818182,4709.418182,0,0,0
1.54E+09,0.036658073,3.85E+08,1249280,146.5844834,4709.558356,0,0,0
1.54E+09,0.037185888,3.85E+08,1249280,144.0363636,4707.072727,0,0,0
1.54E+09,0.03266012,3.85E+08,1249280,207.6363636,4771.6,0,0,0
1.54E+09,0.032533297,3.85E+08,1249280,249.6363636,4813.6,0,0,0
1.54E+09,0.033305975,3.85E+08,1249280,260.4363636,4824.418182,0,0,0
1.54E+09,0.032730783,3.85E+08,1249280,260.4363636,4824.4,0,0,0
1.54E+09,0.03122496,3.85E+08,1249280,260.4363636,4824.181818,0,0,0
1.54E+09,0.033377987,3.85E+08,1249280,261.6363636,4825.327273,0,0,0
1.54E+09,0.033419498,3.85E+08,1249280,153.6363636,4717.218182,0,0,0
1.54E+09,0.03279644,3.85E+08,1249280,142.8363636,4706.345455,0,0,0
1.54E+09,0.034639097,3.85E+08,1249280,142.8363636,4706.381818,0,0,0
1.54E+09,0.036054677,3.85E+08,1249280,142.8363636,4706.363636,0,0,0
1.54E+09,0.035023661,3.85E+08,1249280,142.8363636,4706.527273,0,0,0
1.54E+09,0.0338459,3.85E+08,1249280,141.6363636,4705.436364,0,0,0
1.54E+09,0.034223246,3.85E+08,1249280,141.6363636,4705.490909,0,0,0
1.54E+09,0.032709919,3.85E+08,1249280,141.6363636,4705.545455,0,0,0
1.54E+09,0.033545414,3.85E+08,1249280,141.6363636,4705.581818,0,0,0
1.54E+09,0.033752841,3.85E+08,1249280,141.6363636,4705.545455,0,0,0
1.54E+09,0.034484371,3.85E+08,1249280,141.6363636,4705.454545,0,0,0
1.54E+09,0.036566513,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.036723754,3.85E+08,1249280,141.6337885,4705.114452,0,0,0
1.54E+09,0.035704327,3.85E+08,1249280,141.6363636,4705.2,0,0,0
1.54E+09,0.036965381,3.85E+08,1249280,141.6389389,4705.267368,0,0,0
1.54E+09,0.035524572,3.85E+08,1249280,141.6337885,4705.041727,0,0,0
1.54E+09,0.035444465,3.85E+08,1249280,141.6337885,4705.005364,0,0,0
1.54E+09,0.03586078,3.85E+08,1249280,141.6363636,4705.163636,0,0,0
1.54E+09,0.034915484,3.85E+08,1249280,141.6363636,4705.072727,0,0,0
1.54E+09,0.033259232,3.85E+08,1249280,141.6363636,4704.981818,0,0,0
1.54E+09,0.035231201,3.85E+08,1249280,141.6363636,4705,0,0,0
1.54E+09,0.034012012,3.85E+08,1249280,141.6363636,4705,0,0,0
1.54E+09,0.036434587,3.85E+08,1249280,141.6363636,4705.036364,0,0,0
1.54E+09,0.037215959,3.85E+08,1249280,141.6363636,4705.072727,0,0,0
1.54E+09,0.03765006,3.85E+08,1249280,218.4363636,4781.836364,0,0,0
1.54E+09,0.036844184,3.85E+08,1249280,249.6409026,4813.123875,0,0,0
1.54E+09,0.036826282,3.85E+08,1249280,260.4363636,4823.836364,0,0,0
1.54E+09,0.034629795,3.85E+08,1249280,260.4363636,4823.727273,0,0,0
1.54E+09,0.033514531,3.85E+08,1249280,260.4363636,4823.709091,0,0,0
1.54E+09,0.033215146,3.85E+08,1249280,261.6363636,4824.854545,0,0,0
1.54E+09,0.03241586,3.85E+08,1249280,184.833003,4748.077308,0,0,0
1.54E+09,0.031967946,3.85E+08,1249280,142.8363636,4706.236364,0,0,0
1.54E+09,0.032888385,3.85E+08,1249280,142.8389607,4706.394662,0,0,0
1.54E+09,0.033674648,3.85E+08,1249280,142.8363636,4706.381818,0,0,0
1.54E+09,0.032765768,3.85E+08,1249280,142.8363636,4706.418182,0,0,0
1.54E+09,0.034283689,3.85E+08,1249280,141.6389389,4705.358279,0,0,0
1.54E+09,0.033586252,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.034543835,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.035335817,3.85E+08,1249280,146.5818182,4709.181818,0,0,0
1.54E+09,0.034052842,3.85E+08,1249280,146.5791531,4709.041654,0,0,0
1.54E+09,0.035354314,3.85E+08,1249280,146.5818182,4709.054545,0,0,0
1.54E+09,0.036342284,3.85E+08,1249280,146.5818182,4708.981818,0,0,0
1.54E+09,0.034838363,3.85E+08,1249280,146.5818182,4708.909091,0,0,0
1.54E+09,0.035449984,3.85E+08,1249280,144.0363636,4706.363636,0,0,0
1.54E+09,0.036168595,3.85E+08,1249280,141.6363636,4705.054545,0,0,0
1.54E+09,0.033866467,3.85E+08,1249280,141.6389389,4705.176458,0,0,0
1.54E+09,0.034502522,3.85E+08,1249280,141.6337885,4705.20536,0,0,0
1.54E+09,0.037232196,3.85E+08,1249280,141.6389389,4705.44919,0,0,0
1.54E+09,0.035747859,3.85E+08,1249280,141.6518166,4705.840637,0,0,0
1.54E+09,0.03475827,3.85E+08,1249280,146.5636364,4708.745455,0,0,0
1.54E+09,0.034877337,3.85E+08,1249280,141.6363636,4705.236364,0,0,0
1.54E+09,0.033544993,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.03384569,3.85E+08,1249280,141.6363636,4705.181818,0,0,0
1.54E+09,0.032927935,3.85E+08,1249280,141.6363636,4705.127273,0,0,0
1.54E+09,0.032622914,3.85E+08,1249280,218.4403353,4781.814215,0,0,0
1.54E+09,0.031815903,3.85E+08,1249280,249.6363636,4812.890909,0,0,0
1.54E+09,0.033011898,3.85E+08,1249280,260.4268936,4823.424603,0,0,0
1.54E+09,0.031198654,3.85E+08,1249280,260.4316285,4823.385029,0,0,0
1.54E+09,0.030573226,3.85E+08,1249280,260.4363636,4823.472727,0,0,0
1.54E+09,0.032950873,3.85E+08,1249280,261.6363636,4824.709091,0,0,0
1.54E+09,0.031708438,3.85E+08,1249280,153.6363636,4716.818182,0,0,0
1.54E+09,0.030779405,3.85E+08,1249280,142.8363636,4706.109091,0,0,0
1.54E+09,0.033110313,3.85E+08,1249280,142.8363636,4706.181818,0,0,0
1.54E+09,0.034032743,3.85E+08,1249280,142.8363636,4706.254545,0,0,0
1.54E+09,0.03497499,3.85E+08,1249280,142.8363636,4706.2,0,0,0
1.54E+09,0.0361732,3.85E+08,1249280,141.6363636,4705.054545,0,0,0
1.54E+09,0.036482649,3.85E+08,1249280,141.6363636,4705.018182,0,0,0
1.54E+09,0.035425081,3.85E+08,1249280,141.6363636,4705.054545,0,0,0
1.54E+09,0.034536074,3.85E+08,1249280,141.6363636,4705.018182,0,0,0
1.54E+09,0.03263168,3.85E+08,1249280,141.6363636,4704.981818,0,0,0
1.54E+09,0.031881246,3.85E+08,1249280,141.6363636,4705,0,0,0
1.54E+09,0.032295142,3.85E+08,1249280,141.6363636,4704.909091,0,0,0
1.54E+09,0.032385265,3.85E+08,1249280,141.6363636,4704.854545,0,0,0
1.54E+09,0.032269284,3.85E+08,1249280,146.5636364,4708.345455,0,0,0
1.54E+09,0.032538297,3.85E+08,1249280,141.6363636,4704.945455,0,0,0
1.54E+09,0.032430486,3.85E+08,1249280,141.6363636,4704.890909,0,0,0
1.54E+09,0.032127186,3.85E+08,1249280,141.6363636,4704.981818,0,0,0
1.54E+09,0.033872778,3.85E+08,1249280,141.6363636,4705.036364,0,0,0
1.54E+09,0.032069538,3.85E+08,1249280,141.6363636,4705,0,0,0
1.54E+09,0.031276113,3.85E+08,1249280,141.6363636,4704.963636,0,0,0
1.54E+09,0.032805613,3.85E+08,1249280,141.6363636,4704.909091,0,0,0
1.54E+09,0.032153132,3.85E+08,1249280,141.6415142,4705.04382,0,0,0
1.54E+09,0.031344699,3.85E+08,1249280,141.6363636,4704.818182,0,0,0
1.54E+09,0.032912075,3.85E+08,1249280,141.6363636,4704.818182,0,0,0
1.54E+09,0.033069563,3.85E+08,1249280,218.4363636,4781.581818,0,0,0
1.54E+09,0.03190966,3.85E+08,1249280,249.6363636,4812.745455,0,0,0
1.54E+09,0.032611396,3.85E+08,1249280,260.4363636,4823.527273,0,0,0
1.54E+09,0.031267611,3.85E+08,1249280,260.4363636,4823.527273,0,0,0
1.54E+09,0.031856675,3.85E+08,1249280,265.3818182,4828.709091,0,0,0
1.54E+09,0.033612843,3.85E+08,1249280,266.5818182,4829.854545,0,0,0
1.54E+09,0.032812508,3.85E+08,1249280,158.5818182,4721.927273,0,0,0
1.54E+09,0.032333002,3.85E+08,1249280,147.7818182,4711.218182,0,0,0
1.54E+09,0.033804434,3.85E+08,1249280,147.7871923,4711.316775,0,0,0
1.54E+09,0.032175267,3.85E+08,1249280,145.2363636,4708.6,0,0,0
1.54E+09,0.030507414,3.85E+08,1249280,142.8363636,4705.872727,0,0,0
1.54E+09,0.031853066,3.85E+08,1249280,146.5636364,4708.072727,0,0,0
1.54E+09,0.031856768,3.85E+08,1249280,141.6363636,4704.545455,0,0,0
1.54E+09,0.032510498,3.85E+08,1249280,146.5636364,4707.945455,0,0,0
1.54E+09,0.03541944,3.85E+08,1249280,141.6363636,4704.509091,0,0,0
1.54E+09,0.034747889,3.85E+08,1249280,141.6466652,4704.760346,0,0,0
1.54E+09,0.0351668,3.85E+08,1249280,141.6363636,4704.490909,0,0,0
1.54E+09,0.034667358,3.85E+08,1249280,141.6363636,4704.545455,0,0,0
1.54E+09,0.035205909,3.85E+08,1249280,141.6363636,4704.581818,0,0,0
1.54E+09,0.031810229,3.85E+08,1249280,146.5636364,4708.145455,0,0,0
1.54E+09,0.032763243,3.85E+08,1249280,141.6363636,4704.8,0,0,0
1.54E+09,0.031971918,3.85E+08,1249280,141.6363636,4704.763636,0,0,0
1.54E+09,0.16831103,3.85E+08,1249280,141.6363636,4704.709091,0,0,0
1.54E+09,0.168426533,3.85E+08,1249280,141.6363636,4704.727273,0,0,0
1.54E+09,0.169459859,3.85E+08,1249280,141.6389389,4704.758268,0,0,0
1.54E+09,0.168923408,3.85E+08,1249280,146.5636364,4708.381818,0,0,0
1.54E+09,0.169845648,3.85E+08,1249280,141.6363636,4705.127273,0,0,0
1.54E+09,0.171713694,3.85E+08,1249280,146.5609716,4708.62348,0,0,0
1.54E+09,0.035150085,3.85E+08,1249280,141.6363636,4705.490909,0,0,0
1.54E+09,0.035155072,3.85E+08,1249280,141.6363636,4705.618182,0,0,0
1.54E+09,0.036822276,3.85E+08,1249280,218.4363636,4782.618182,0,0,0
1.54E+09,0.03620054,3.85E+08,1249280,249.6363636,4813.781818,0,0,0
1.54E+09,0.036113881,3.85E+08,1249280,260.4363636,4824.581818,0,0,0
1.54E+09,0.035555555,3.85E+08,1249280,265.3636364,4828.036364,0,0,0
1.54E+09,0.033547094,3.85E+08,1249280,260.4363636,4824.490909,0,0,0
1.54E+09,0.034875568,3.85E+08,1249280,261.6363636,4825.709091,0,0,0
1.54E+09,0.034392849,3.85E+08,1249280,153.6363636,4717.636364,0,0,0
1.54E+09,0.032462723,3.85E+08,1249280,142.8363636,4706.8,0,0,0
1.54E+09,0.03440051,3.85E+08,1249280,145.2363636,4706.763636,0,0,0
1.54E+09,0.034255853,3.85E+08,1249280,145.2363636,4706.745455,0,0,0
1.54E+09,0.033503328,3.85E+08,1249280,145.2363636,4706.8,0,0,0
1.54E+09,0.034748753,3.85E+08,1249280,144.0363636,4705.618182,0,0,0
1.54E+09,0.034973768,3.85E+08,1249280,144.0363636,4705.636364,0,0,0
1.54E+09,0.035387475,3.85E+08,1249280,148.960928,4709.041654,0,0,0
1.54E+09,0.036366261,3.85E+08,1249280,141.6363636,4705.672727,0,0,0
1.54E+09,0.036945701,3.85E+08,1249280,146.5636364,4709.163636,0,0,0
1.54E+09,0.036261063,3.85E+08,1249280,141.6363636,4705.8,0,0,0
1.54E+09,0.036841504,3.85E+08,1249280,141.6363636,4705.8,0,0,0
1.54E+09,0.036332605,3.85E+08,1249280,141.6363636,4705.8,0,0,0
1.54E+09,0.035163875,3.85E+08,1249280,141.6363636,4705.781818,0,0,0
1.54E+09,0.037554893,3.85E+08,1249280,141.6363636,4705.654545,0,0,0
1.54E+09,0.036230492,3.85E+08,1249280,141.6389389,4705.649194,0,0,0
1.54E+09,0.034413547,3.85E+08,1249280,146.5636364,4709.018182,0,0,0
1.54E+09,0.036695804,3.85E+08,1249280,141.6363636,4705.581818,0,0,0
1.54E+09,0.037274568,3.85E+08,1249280,146.5818182,4710.818182,0,0,0
1.54E+09,0.033346681,3.85E+08,1249280,146.5818182,4710.781818,0,0,0
1.54E+09,0.035688778,3.85E+08,1249280,146.5818182,4710.890909,0,0,0
1.54E+09,0.036916805,3.85E+08,1249280,146.5818182,4710.890909,0,0,0
1.54E+09,0.034582083,3.85E+08,1249280,151.5090909,4714.254545,0,0,0
1.54E+09,0.033718268,3.85E+08,1249280,144.0363636,4708.363636,0,0,0
1.54E+09,0.03438575,3.85E+08,1249280,218.448279,4782.660872,0,0,0
1.54E+09,0.033148961,3.85E+08,1249280,249.6363636,4813.618182,0,0,0
1.54E+09,0.034269378,3.85E+08,1249280,260.4363636,4824.327273,0,0,0
1.54E+09,0.033889737,3.85E+08,1249280,260.4363636,4824.290909,0,0,0
1.54E+09,0.033457346,3.85E+08,1249280,260.4363636,4824.218182,0,0,0
1.54E+09,0.034858343,3.85E+08,1249280,261.6363636,4825.454545,0,0,0
1.54E+09,0.035352337,3.85E+08,1249280,153.6363636,4717.4,0,0,0
1.54E+09,0.033995849,3.85E+08,1249280,142.8363636,4706.672727,0,0,0
1.54E+09,0.034628902,3.85E+08,1249280,142.8363636,4706.709091,0,0,0
1.54E+09,0.032800041,3.85E+08,1249280,142.8415579,4706.771155,0,0,0
1.54E+09,0.034243996,3.85E+08,1249280,147.7636364,4710.090909,0,0,0
1.54E+09,0.033626931,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.034589663,3.85E+08,1249280,141.6363636,4705.163636,0,0,0
1.54E+09,0.033889859,3.85E+08,1249280,141.6363636,4705.054545,0,0,0
1.54E+09,0.035471658,3.85E+08,1249280,141.6337885,4704.950819,0,0,0
1.54E+09,0.035279132,3.85E+08,1249280,141.6363636,4705.036364,0,0,0
1.54E+09,0.034179532,3.85E+08,1249280,141.6363636,4705.036364,0,0,0
1.54E+09,0.036194207,3.85E+08,1249280,141.6363636,4705.109091,0,0,0
1.54E+09,0.034987103,3.85E+08,1249280,141.6363636,4705.072727,0,0,0
1.54E+09,0.035168916,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.036542408,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.036169554,3.85E+08,1249280,146.5636364,4708.727273,0,0,0
1.54E+09,0.034376015,3.85E+08,1249280,141.6363636,4705.290909,0,0,0
1.54E+09,0.035040606,3.85E+08,1249280,144.0363636,4705.309091,0,0,0
1.54E+09,0.035702654,3.85E+08,1249280,144.0363636,4705.327273,0,0,0
1.54E+09,0.032733458,3.85E+08,1249280,144.0363636,4705.363636,0,0,0
1.54E+09,0.034560628,3.85E+08,1249280,144.0363636,4705.309091,0,0,0
1.54E+09,0.035561226,3.85E+08,1249280,144.0363636,4705.363636,0,0,0
1.54E+09,0.035129491,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.035561987,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.035548457,3.85E+08,1249280,212.5636364,4774.509091,0,0,0
1.54E+09,0.033894262,3.85E+08,1249280,249.6363636,4813.036364,0,0,0
1.54E+09,0.034317409,3.85E+08,1249280,260.4363636,4823.781818,0,0,0
1.54E+09,0.035146038,3.85E+08,1249280,265.3636364,4827.236364,0,0,0
1.54E+09,0.034836346,3.85E+08,1249280,260.4363636,4823.927273,0,0,0
1.54E+09,0.038209955,3.85E+08,1249280,331.4909091,4886.418182,0,0.036363636,0.545454545
1.54E+09,0.039867497,3.85E+08,1249280,291.368934,4832.051492,0,0.072727273,1.090909091
1.54E+09,0.039569224,3.85E+08,1249280,280.5636364,4821.254545,0,0.072727273,1.090909091
1.54E+09,0.040937801,3.85E+08,1249280,285.4909091,4824.836364,0,0.072727273,1.090909091
1.54E+09,0.038382548,3.85E+08,1249280,280.5636364,4821.4,0,0.072727273,1.090909091
1.54E+09,0.037277398,3.85E+08,1249280,280.5636364,4821.381818,0,0.072727273,1.090909091
1.54E+09,0.035882637,3.85E+08,1249280,173.3090909,4730.090909,0,0,0
1.54E+09,0.034739313,3.85E+08,1249280,141.6389389,4705.540101,0,0,0
1.54E+09,0.034611907,3.85E+08,1249280,146.5636364,4708.872727,0,0,0
1.54E+09,0.036116458,3.85E+08,1249280,146.5818182,4709.509091,0,0,0
1.54E+09,0.035612112,3.85E+08,1249280,146.5818182,4709.472727,0,0,0
1.54E+09,0.034338021,3.85E+08,1249280,146.5818182,4709.490909,0,0,0
1.54E+09,0.035456444,3.85E+08,1249280,146.5791531,4709.405284,0,0,0
1.54E+09,0.036880283,3.85E+08,1249280,152.7090909,4714.145455,0,0,0
1.54E+09,0.035014506,3.85E+08,1249280,145.2363636,4708.218182,0,0,0
1.54E+09,0.035897386,3.85E+08,1249280,142.8363636,4706.636364,0,0,0
1.54E+09,0.035802454,3.85E+08,1249280,142.8363636,4706.618182,0,0,0
1.54E+09,0.034942517,3.85E+08,1249280,142.8363636,4706.581818,0,0,0
1.54E+09,0.036321674,3.85E+08,1249280,142.8389607,4706.649212,0,0,0
1.54E+09,0.035766461,3.85E+08,1249280,146.5636364,4708.727273,0,0,0
1.54E+09,0.033510308,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.035293306,3.85E+08,1249280,141.6363636,4705.309091,0,0,0
1.54E+09,0.035983185,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.033271443,3.85E+08,1249280,141.6363636,4705.4,0,0,0
1.54E+09,0.034701773,3.85E+08,1249280,146.5636364,4708.927273,0,0,0
1.54E+09,0.034104459,3.85E+08,1249280,212.5636364,4774.872727,0,0,0
1.54E+09,0.034598282,3.85E+08,1249280,254.5636364,4816.945455,0,0,0
1.54E+09,0.035979153,3.85E+08,1249280,260.4363636,4824.345455,0,0,0
1.54E+09,0.034304171,3.85E+08,1249280,260.4363636,4824.218182,0,0,0
1.54E+09,0.034397952,3.85E+08,1249280,260.4363636,4824.145455,0,0,0
1.54E+09,0.039506958,3.85E+08,1249280,260.4363636,4824.181818,0,0,0
1.54E+09,0.039264498,3.85E+08,1249280,188.5704935,4750.900033,0,0,0
1.54E+09,0.035721707,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.036274661,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.035891486,3.85E+08,1249280,146.5636364,4708.745455,0,0,0
1.54E+09,0.030222798,3.85E+08,1249280,141.6337885,4705.187178,0,0,0
1.54E+09,0.033019064,3.85E+08,1249280,146.5636364,4708.745455,0,0,0
1.54E+09,0.033291987,3.85E+08,1249280,141.6363636,4705.272727,0,0,0
1.54E+09,0.031897676,3.85E+08,1249280,141.6363636,4705.236364,0,0,0
1.54E+09,0.032950313,3.85E+08,1249280,141.6363636,4705.218182,0,0,0
1.54E+09,0.033831773,3.85E+08,1249280,141.6337885,4705.114452,0,0,0
1.54E+09,0.030495085,3.85E+08,1249280,141.6363636,4705.163636,0,0,0
1.54E+09,0.031048828,3.85E+08,1249280,141.6363636,4705.163636,0,0,0
1.54E+09,0.030711864,3.85E+08,1249280,147.7636364,4709.709091,0,0,0
1.54E+09,0.028895455,3.85E+08,1249280,142.8363636,4706.145455,0,0,0
1.54E+09,0.029019507,3.85E+08,1249280,142.8363636,4706.127273,0,0,0
1.54E+09,0.029060908,3.85E+08,1249280,142.8363636,4706.090909,0,0,0
1.54E+09,0.028528951,3.85E+08,1249280,142.8363636,4706.054545,0,0,0
1.54E+09,0.031482883,3.85E+08,1249280,142.8337667,4706.114434,0,0,0
1.54E+09,0.030665037,3.85E+08,1249280,141.6363636,4705,0,0,0
1.54E+09,0.030884553,3.85E+08,1249280,141.6337885,4705.005364,0,0,0
1.54E+09,0.033167244,3.85E+08,1249280,146.5636364,4708.545455,0,0,0
1.54E+09,0.032373695,3.85E+08,1249280,141.6363636,4705.109091,0,0,0
1.54E+09,0.029280638,3.85E+08,1249280,146.5636364,4708.490909,0,0,0
1.54E+09,0.03645255,3.85E+08,1249280,146.5636364,4708.490909,0,0,0
1.54E+09,0.035731688,3.85E+08,1249280,218.4443071,4781.955707,0,0,0
1.54E+09,0.034697737,3.85E+08,1249280,254.5636364,4816.4,0,0,0
1.54E+09,0.040155878,3.85E+08,1249280,260.4363636,4823.654545,0,0,0
1.54E+09,0.041398295,3.85E+08,1249280,265.3636364,4826.927273,0,0,0
1.54E+09,0.034577406,3.85E+08,1249280,265.3818182,4828.581818,0,0,0
1.54E+09,0.053010806,3.85E+08,1249280,270.3090909,4832.090909,0,0,0
1.54E+09,0.052697282,3.85E+08,1249280,188.588676,4752.081894,0,0,0
1.54E+09,0.048227488,3.85E+08,1249280,151.5090909,4713.436364,0,0,0
1.54E+09,0.049819599,3.85E+08,1249280,146.5818182,4710.309091,0,0,0
1.54E+09,0.050053584,3.85E+08,1249280,144.0389825,4708.212877,0,0,0
1.54E+09,0.033496755,3.85E+08,1249280,141.6337885,4705.368993,0,0,0
1.54E+09,0.036565824,3.85E+08,1249280,141.6363636,4705.509091,0,0,0
1.54E+09,0.036292143,3.85E+08,1249280,141.6363636,4705.636364,0,0,0
